year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes
2012,North Dakota,ND,38,44,36,US President,"Obama, Barack H.",democrat,FALSE,124966,322932,20171015,NA
2012,North Dakota,ND,38,44,36,US President,"Johnson, Gary",libertarian,FALSE,5238,322932,20171015,NA
2012,North Dakota,ND,38,44,36,US President,,,TRUE,1860,322932,20171015,NA
2012,North Dakota,ND,38,44,36,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,1186,322932,20171015,NA
2012,North Dakota,ND,38,44,36,US President,"Stein, Jill",green,FALSE,1362,322932,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Obama, Barack H.",democrat,FALSE,2827621,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Romney, Mitt",republican,FALSE,2661407,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Johnson, Gary",libertarian,FALSE,49493,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Stein, Jill",green,FALSE,18574,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Duncan, Richard",independent,FALSE,12502,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,8151,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,"Alexander, Stewart",socialist,FALSE,2967,5580822,20171015,NA
2012,Ohio,OH,39,31,24,US President,,,TRUE,107,5580822,20171015,NA
2012,Oklahoma,OK,40,73,53,US President,"Romney, Mitt",republican,FALSE,891325,1334872,20171015,NA
2012,Oklahoma,OK,40,73,53,US President,"Obama, Barack H.",democrat,FALSE,443547,1334872,20171015,NA
2012,Oregon,OR,41,92,72,US President,"Obama, Barack H.",democrat,FALSE,970488,1789270,20171015,NA
2012,Oregon,OR,41,92,72,US President,"Romney, Mitt",republican,FALSE,754175,1789270,20171015,NA
2012,Oregon,OR,41,92,72,US President,"Johnson, Gary",libertarian,FALSE,24089,1789270,20171015,NA
2012,Oregon,OR,41,92,72,US President,"Stein, Jill",pacific green,FALSE,19427,1789270,20171015,NA
2012,Oregon,OR,41,92,72,US President,Other,,FALSE,13275,1789270,20171015,NA
2012,Oregon,OR,41,92,72,US President,"Christensen, Will",constitution party,FALSE,4432,1789270,20171015,NA
2012,Oregon,OR,41,92,72,US President,"Anderson, Ross Carl """"Rocky""""",progressive,FALSE,3384,1789270,20171015,NA
2012,Pennsylvania,PA,42,23,14,US President,"Obama, Barack H.",democrat,FALSE,2990274,5742040,20171015,NA
2012,Pennsylvania,PA,42,23,14,US President,"Romney, Mitt",republican,FALSE,2680434,5742040,20171015,NA
2012,Pennsylvania,PA,42,23,14,US President,"Johnson, Gary",libertarian,FALSE,49991,5742040,20171015,NA
2012,Pennsylvania,PA,42,23,14,US President,"Stein, Jill",green,FALSE,21341,5742040,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Obama, Barack H.",democrat,FALSE,279677,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Romney, Mitt",republican,FALSE,157204,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Johnson, Gary",libertarian,FALSE,4388,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Stein, Jill",green,FALSE,2421,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,,,TRUE,1381,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,430,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,416,446049,20171015,NA
2012,Rhode Island,RI,44,15,5,US President,"Lindsay, Peta",socialism and liberation party,FALSE,132,446049,20171015,NA
2012,South Carolina,SC,45,57,48,US President,"Romney, Mitt",republican,FALSE,1071645,1964118,20171015,NA
2012,South Carolina,SC,45,57,48,US President,"Obama, Barack H.",democrat,FALSE,865941,1964118,20171015,NA
2012,South Carolina,SC,45,57,48,US President,"Johnson, Gary",libertarian,FALSE,16321,1964118,20171015,NA
2012,South Carolina,SC,45,57,48,US President,"Stein, Jill",green,FALSE,5446,1964118,20171015,NA
2012,South Carolina,SC,45,57,48,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,4765,1964118,20171015,NA
2012,South Dakota,SD,46,45,37,US President,"Romney, Mitt",republican,FALSE,210610,363815,20171015,NA
2012,South Dakota,SD,46,45,37,US President,"Obama, Barack H.",democrat,FALSE,145039,363815,20171015,NA
2012,South Dakota,SD,46,45,37,US President,"Johnson, Gary",libertarian,FALSE,5795,363815,20171015,NA
2012,South Dakota,SD,46,45,37,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2371,363815,20171015,NA
2012,Tennessee,TN,47,62,54,US President,"Romney, Mitt",republican,FALSE,1462330,2458577,20171015,NA
2012,Tennessee,TN,47,62,54,US President,"Obama, Barack H.",democrat,FALSE,960709,2458577,20171015,NA
2012,Tennessee,TN,47,62,54,US President,,independent,FALSE,23001,2458577,20171015,NA
2012,Tennessee,TN,47,62,54,US President,"Stein, Jill",green,FALSE,6515,2458577,20171015,NA
2012,Tennessee,TN,47,62,54,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,6022,2458577,20171015,NA
2012,Texas,TX,48,74,49,US President,"Romney, Mitt",republican,FALSE,4569843,7993851,20171015,NA
2012,Texas,TX,48,74,49,US President,"Obama, Barack H.",democrat,FALSE,3308124,7993851,20171015,NA
2012,Texas,TX,48,74,49,US President,"Johnson, Gary",libertarian,FALSE,88580,7993851,20171015,NA
2012,Texas,TX,48,74,49,US President,"Stein, Jill",green,FALSE,24657,7993851,20171015,NA
2012,Texas,TX,48,74,49,US President,,,TRUE,2647,7993851,20171015,NA
2012,Utah,UT,49,87,67,US President,"Romney, Mitt",republican,FALSE,740600,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,"Obama, Barack H.",democrat,FALSE,251813,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,"Johnson, Gary",libertarian,FALSE,12572,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,5335,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,"Stein, Jill",green,FALSE,3817,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2871,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,,no party affiliation,FALSE,393,1017440,20171015,NA
2012,Utah,UT,49,87,67,US President,,,TRUE,39,1017440,20171015,NA
2012,Vermont,VT,50,13,6,US President,"Obama, Barack H.",democrat,FALSE,199239,299290,20171015,NA
2012,Vermont,VT,50,13,6,US President,"Romney, Mitt",republican,FALSE,92698,299290,20171015,NA
2012,Vermont,VT,50,13,6,US President,"Johnson, Gary",libertarian,FALSE,3487,299290,20171015,NA
2012,Vermont,VT,50,13,6,US President,,,TRUE,2043,299290,20171015,NA
2012,Vermont,VT,50,13,6,US President,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1128,299290,20171015,NA
2012,Vermont,VT,50,13,6,US President,"Lindsay, Peta",socialism and liberation party,FALSE,695,299290,20171015,NA
2012,Virginia,VA,51,54,40,US President,"Obama, Barack H.",democrat,FALSE,1971820,3854489,20171015,NA
2012,Virginia,VA,51,54,40,US President,"Romney, Mitt",republican,FALSE,1822522,3854489,20171015,NA
2012,Virginia,VA,51,54,40,US President,"Johnson, Gary",libertarian,FALSE,31216,3854489,20171015,NA
2012,Virginia,VA,51,54,40,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,13058,3854489,20171015,NA
2012,Virginia,VA,51,54,40,US President,"Stein, Jill",green,FALSE,8627,3854489,20171015,NA
2012,Virginia,VA,51,54,40,US President,,,TRUE,7246,3854489,20171015,NA
2012,Washington,WA,53,91,73,US President,"Obama, Barack H.",democrat,FALSE,1755396,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Mitt, Romney",republican,FALSE,1290670,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Johnson, Gary",libertarian,FALSE,42202,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Stein, Jill",green,FALSE,20928,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,8851,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,4946,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Lindsay, Peta",socialism and liberation party,FALSE,1318,3125516,20171015,NA
2012,Washington,WA,53,91,73,US President,"Harris, James",socialist workers,FALSE,1205,3125516,20171015,NA
2012,West Virginia,WV,54,55,56,US President,"Romney, Mitt",republican,FALSE,417655,670438,20171015,NA
2012,West Virginia,WV,54,55,56,US President,"Obama, Barack H.",democrat,FALSE,238269,670438,20171015,NA
2012,West Virginia,WV,54,55,56,US President,"Johnson, Gary",libertarian,FALSE,6302,670438,20171015,NA
2012,West Virginia,WV,54,55,56,US President,"Stein, Jill",mountain party,FALSE,4406,670438,20171015,NA
2012,West Virginia,WV,54,55,56,US President,,no party affiliation,FALSE,3806,670438,20171015,NA
2012,Wisconsin,WI,55,35,25,US President,"Obama, Barack H.",democrat,FALSE,1620985,3071434,20171015,NA
2012,Wisconsin,WI,55,35,25,US President,"Romney, Mitt",republican,FALSE,1410966,3071434,20171015,NA
2012,Wisconsin,WI,55,35,25,US President,,independent,FALSE,29383,3071434,20171015,NA
2012,Wisconsin,WI,55,35,25,US President,Scattering,,FALSE,5170,3071434,20171015,NA
2012,Wisconsin,WI,55,35,25,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,4930,3071434,20171015,NA
2012,Wyoming,WY,56,83,68,US President,"Romney, Mitt",republican,FALSE,170962,250701,20171015,NA
2012,Wyoming,WY,56,83,68,US President,"Obama, Barack H.",democrat,FALSE,69286,250701,20171015,NA
2012,Wyoming,WY,56,83,68,US President,"Johnson, Gary",libertarian,FALSE,5326,250701,20171015,NA
2012,Wyoming,WY,56,83,68,US President,,,TRUE,2035,250701,20171015,NA
2012,Wyoming,WY,56,83,68,US President,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,1452,250701,20171015,NA
2012,Wyoming,WY,56,83,68,US President,Blank Vote,,FALSE,1367,250701,20171015,NA
2012,Wyoming,WY,56,83,68,US President,Over Vote,,FALSE,273,250701,20171015,NA
2016,Alabama,AL,1,63,41,US President,"Trump, Donald J.",republican,FALSE,1318255,2123372,20171015,NA
2016,Alabama,AL,1,63,41,US President,"Clinton, Hillary",democrat,FALSE,729547,2123372,20171015,NA
2016,Alabama,AL,1,63,41,US President,"Johnson, Gary",libertarian,FALSE,44467,2123372,20171015,NA
2016,Alabama,AL,1,63,41,US President,,,TRUE,21712,2123372,20171015,NA
2016,Alabama,AL,1,63,41,US President,"Stein, Jill",green,FALSE,9391,2123372,20171015,NA
2016,Alaska,AK,2,94,81,US President,"Trump, Donald J.",republican,FALSE,163387,318608,20171015,NA
2016,Alaska,AK,2,94,81,US President,"Clinton, Hillary",democrat,FALSE,116454,318608,20171015,NA
2016,Alaska,AK,2,94,81,US President,"Johnson, Gary",libertarian,FALSE,18725,318608,20171015,NA
2016,Alaska,AK,2,94,81,US President,,,TRUE,9201,318608,20171015,NA
2016,Alaska,AK,2,94,81,US President,"Stein, Jill",green,FALSE,5735,318608,20171015,NA
2016,Alaska,AK,2,94,81,US President,"Castle, Darrell L.",constitution party,FALSE,3866,318608,20171015,NA
2016,Alaska,AK,2,94,81,US President,"De La Fuente, Roque """"Rocky""""",no party affiliation,FALSE,1240,318608,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"Trump, Donald J.",republican,FALSE,1252401,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"Clinton, Hillary",democrat,FALSE,1161167,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"Johnson, Gary",libertarian,FALSE,106327,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"Stein, Jill",green,FALSE,34345,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,,independent,TRUE,17473,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"Castle, Darrell L.",constitution party,TRUE,1058,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,,no party affiliation,TRUE,311,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,,democrat,TRUE,42,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"De La Fuente, Roque """"Rocky""""",american delta party,TRUE,29,2573165,20171015,NA
2016,Arizona,AZ,4,86,61,US President,"Tittle, Sheila """"Samm""""",we the people,TRUE,12,2573165,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Trump, Donald J.",republican,FALSE,684872,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Clinton, Hillary",democrat,FALSE,380494,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Johnson, Gary",libertarian,FALSE,29829,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"McMullin, Evan",better for america,FALSE,13255,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Stein, Jill",green,FALSE,9473,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Hedges, Jim",prohibition,FALSE,4709,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Castle, Darrell L.",constitution party,FALSE,4613,1130635,20171015,NA
2016,Arkansas,AR,5,71,42,US President,"Kahn, Lynn S.",independent,FALSE,3390,1130635,20171015,NA
2016,California,CA,6,93,71,US President,"Clinton, Hillary",democrat,FALSE,8753788,14181595,20171015,NA
2016,California,CA,6,93,71,US President,"Trump, Donald J.",republican,FALSE,4483810,14181595,20171015,NA
2016,California,CA,6,93,71,US President,"Johnson, Gary",libertarian,FALSE,478500,14181595,20171015,NA
2016,California,CA,6,93,71,US President,"Stein, Jill",green,FALSE,278657,14181595,20171015,NA
2016,California,CA,6,93,71,US President,,,TRUE,120739,14181595,20171015,NA
2016,California,CA,6,93,71,US President,"La Riva, Gloria Estella",peace & freedom,FALSE,66101,14181595,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Clinton, Hillary",democrat,FALSE,1338870,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Trump, Donald J.",republican,FALSE,1202484,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Johnson, Gary",libertarian,FALSE,144121,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Stein, Jill",green,FALSE,38437,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,Scattering,unaffiliated,FALSE,31485,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Castle, Darrell L.",american constitution party,FALSE,11699,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Keniston, Chris",veterans party of america,FALSE,5028,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"De La Fuente, Roque """"Rocky""""",american delta party,FALSE,1255,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Kopitke, Kyle Kenley",independent american,FALSE,1096,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Maldonado, Joseph Allen",independent people of colorado,FALSE,872,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Maturen, Michael A.",american solidarity party,FALSE,862,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Silva, Rod",nutrition party,FALSE,751,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Hoefling, Tom",america's party,FALSE,710,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"La Riva, Gloria Estella",socialism and liberation party,FALSE,531,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Kennedy, Alyson",socialist workers,FALSE,452,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Kotlikoff, Laurence",kotlikoff for president,FALSE,392,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Lyttle, Bradford",nonviolent resistance/pacifist,FALSE,382,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Atwood, Frank",approval voting party,FALSE,337,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Emidio """"Mimi"""", Soltysik",socialist party usa,FALSE,271,2780220,20171015,NA
2016,Colorado,CO,8,84,62,US President,"Hedges, James",prohibition,FALSE,185,2780220,20171015,NA
2016,Connecticut,CT,9,16,1,US President,"Clinton, Hillary",democrat,FALSE,897572,1644920,20171015,NA
2016,Connecticut,CT,9,16,1,US President,"Trump, Donald J.",republican,FALSE,673215,1644920,20171015,NA
2016,Connecticut,CT,9,16,1,US President,"Johnson, Gary",libertarian,FALSE,48676,1644920,20171015,NA
2016,Connecticut,CT,9,16,1,US President,"Stein, Jill",green,FALSE,22841,1644920,20171015,NA
2016,Connecticut,CT,9,16,1,US President,,,TRUE,2616,1644920,20171015,NA
2016,Delaware,DE,10,51,11,US President,"Clinton, Hillary",democrat,FALSE,235603,441590,20171015,NA
2016,Delaware,DE,10,51,11,US President,"Trump, Donald J.",republican,FALSE,185127,441590,20171015,NA
2016,Delaware,DE,10,51,11,US President,"Johnson, Gary",libertarian,FALSE,14757,441590,20171015,NA
2016,Delaware,DE,10,51,11,US President,"Stein, Jill",green,FALSE,6103,441590,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,"Clinton, Hillary",democrat,FALSE,282830,312575,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,"Trump, Donald J.",republican,FALSE,12723,312575,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,,,TRUE,6551,312575,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,"Johnson, Gary",libertarian,FALSE,4906,312575,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,"Stein, Jill",green,FALSE,4258,312575,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,Blank Vote,,FALSE,1064,312575,20171015,NA
2016,District of Columbia,DC,11,53,55,US President,Over Vote,,FALSE,243,312575,20171015,NA
2016,Florida,FL,12,59,43,US President,"Trump, Donald J.",republican,FALSE,4617886,9420039,20171015,NA
2016,Florida,FL,12,59,43,US President,"Clinton, Hillary",democrat,FALSE,4504975,9420039,20171015,NA
2016,Florida,FL,12,59,43,US President,"Johnson, Gary",libertarian,FALSE,207043,9420039,20171015,NA
2016,Florida,FL,12,59,43,US President,"Stein, Jill",green,FALSE,64399,9420039,20171015,NA
2016,Florida,FL,12,59,43,US President,"Castle, Darrell L.",constitution party,FALSE,16475,9420039,20171015,NA
2016,Florida,FL,12,59,43,US President,"De La Fuente, Roque """"Rocky""""",reform party,FALSE,9108,9420039,20171015,NA
2016,Florida,FL,12,59,43,US President,,,TRUE,153,9420039,20171015,NA
2016,Georgia,GA,13,58,44,US President,"Trump, Donald J.",republican,FALSE,2089104,4114732,20171015,NA
2016,Georgia,GA,13,58,44,US President,"Clinton, Hillary",democrat,FALSE,1877963,4114732,20171015,NA
2016,Georgia,GA,13,58,44,US President,"Johnson, Gary",libertarian,FALSE,125306,4114732,20171015,NA
2016,Georgia,GA,13,58,44,US President,,,TRUE,22359,4114732,20171015,NA
2016,Hawaii,HI,15,95,82,US President,"Clinton, Hillary",democrat,FALSE,266891,437664,20171015,NA
2016,Hawaii,HI,15,95,82,US President,"Trump, Donald J.",republican,FALSE,128847,437664,20171015,NA
2016,Hawaii,HI,15,95,82,US President,"Johnson, Gary",libertarian,FALSE,15954,437664,20171015,NA
2016,Hawaii,HI,15,95,82,US President,"Stein, Jill",green,FALSE,12737,437664,20171015,NA
2016,Hawaii,HI,15,95,82,US President,Blank Vote,,FALSE,8289,437664,20171015,NA
2016,Hawaii,HI,15,95,82,US President,"Castle, Darrell L.",constitution party,FALSE,4508,437664,20171015,NA
2016,Hawaii,HI,15,95,82,US President,Over Vote,,FALSE,438,437664,20171015,NA
2016,Idaho,ID,16,82,63,US President,"Trump, Donald J.",republican,FALSE,409055,690255,20171015,NA
2016,Idaho,ID,16,82,63,US President,"Clinton, Hillary",democrat,FALSE,189765,690255,20171015,NA
2016,Idaho,ID,16,82,63,US President,"McMullin, Evan",independent,FALSE,60748,690255,20171015,NA
2016,Idaho,ID,16,82,63,US President,"Johnson, Gary",libertarian,FALSE,28331,690255,20171015,NA
2016,Idaho,ID,16,82,63,US President,"Castle, Darrell L.",constitution party,FALSE,2356,690255,20171015,NA
2016,Illinois,IL,17,33,21,US President,"Clinton, Hillary",democrat,FALSE,3090729,5536424,20171015,NA
2016,Illinois,IL,17,33,21,US President,"Trump, Donald J.",republican,FALSE,2146015,5536424,20171015,NA
2016,Illinois,IL,17,33,21,US President,"Johnson, Gary",libertarian,FALSE,209596,5536424,20171015,NA
2016,Illinois,IL,17,33,21,US President,"Stein, Jill",green,FALSE,76802,5536424,20171015,NA
2016,Illinois,IL,17,33,21,US President,,,TRUE,13282,5536424,20171015,NA
2016,Indiana,IN,18,32,22,US President,"Trump, Donald J.",republican,FALSE,1557286,2734958,20171015,NA
2016,Indiana,IN,18,32,22,US President,"Clinton, Hillary",democrat,FALSE,1033126,2734958,20171015,NA
2016,Indiana,IN,18,32,22,US President,"Johnson, Gary",libertarian,FALSE,133993,2734958,20171015,NA
2016,Indiana,IN,18,32,22,US President,,green,TRUE,7841,2734958,20171015,NA
2016,Indiana,IN,18,32,22,US President,"Castle, Darrell L.",constitution party,TRUE,1937,2734958,20171015,NA
2016,Indiana,IN,18,32,22,US President,,independent,TRUE,718,2734958,20171015,NA
2016,Indiana,IN,18,32,22,US President,"Emidio """"Mimi"""", Soltysik",socialist party usa,TRUE,57,2734958,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Trump, Donald J.",republican,FALSE,800983,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Clinton, Hillary",democrat,FALSE,653669,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Johnson, Gary",libertarian,FALSE,59186,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,,,TRUE,17746,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"McMullin, Evan",nominated by petition,FALSE,12366,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Stein, Jill",green,FALSE,11479,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Castle, Darrell L.",constitution party,FALSE,5335,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Kahn, Lynn S.",new independent party iowa,FALSE,2247,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"Vacek, Dan",legal marijuana now,FALSE,2246,1565580,20171015,NA
2016,Iowa,IA,19,42,31,US President,"La Riva, Gloria Estella",socialism and liberation party,FALSE,323,1565580,20171015,NA
2016,Kansas,KS,20,47,32,US President,"Trump, Donald J.",republican,FALSE,671018,1184402,20171015,NA
2016,Kansas,KS,20,47,32,US President,"Clinton, Hillary",democrat,FALSE,427005,1184402,20171015,NA
2016,Kansas,KS,20,47,32,US President,"Johnson, Gary",libertarian,FALSE,55406,1184402,20171015,NA
2016,Kansas,KS,20,47,32,US President,"Stein, Jill",independent,FALSE,23506,1184402,20171015,NA
2016,Kansas,KS,20,47,32,US President,,,TRUE,7467,1184402,20171015,NA
2016,Kentucky,KY,21,61,51,US President,"Trump, Donald J.",republican,FALSE,1202971,1924149,20171015,NA
